,deadline,destination,end_time,net_reward,parameters,penalty,start,success
9913,25,"(6, 6)",0,-14.0,"(0.9, 0.9, 0.5)",-16.0,"(1, 6)",False
9914,20,"(6, 4)",0,-3.0,"(0.9, 0.9, 0.5)",-9.0,"(4, 6)",False
9915,25,"(8, 3)",0,-5.5,"(0.9, 0.9, 0.5)",-11.5,"(5, 1)",False
9916,20,"(2, 2)",0,-0.5,"(0.9, 0.9, 0.5)",-8.5,"(2, 6)",False
9917,25,"(5, 5)",0,-3.5,"(0.9, 0.9, 0.5)",-9.5,"(3, 2)",False
9918,40,"(4, 6)",0,-11.0,"(0.9, 0.9, 0.5)",-15.0,"(8, 2)",False
9919,20,"(8, 5)",0,-5.0,"(0.9, 0.9, 0.5)",-17.0,"(7, 2)",False
9920,20,"(5, 2)",0,3.0,"(0.9, 0.9, 0.5)",-7.0,"(8, 3)",False
9921,20,"(2, 6)",0,-6.0,"(0.9, 0.9, 0.5)",-14.0,"(2, 2)",False
9922,35,"(7, 4)",0,-5.0,"(0.9, 0.9, 0.5)",-11.0,"(1, 3)",False
9923,30,"(7, 1)",2,-4.0,"(0.9, 0.9, 0.5)",-16.0,"(6, 6)",True
9924,20,"(2, 2)",0,16.0,"(0.9, 0.9, 0.5)",-9.5,"(3, 5)",False
9925,40,"(8, 2)",17,-0.5,"(0.9, 0.9, 0.5)",-8.5,"(3, 5)",True
9926,25,"(5, 1)",0,11.5,"(0.9, 0.9, 0.5)",-8.5,"(1, 2)",False
9927,30,"(2, 2)",0,-6.0,"(0.9, 0.9, 0.5)",-10.0,"(4, 6)",False
9928,30,"(2, 5)",0,-6.0,"(0.9, 0.9, 0.5)",-14.0,"(6, 3)",False
9929,25,"(5, 5)",0,-3.0,"(0.9, 0.9, 0.5)",-13.0,"(3, 2)",False
9930,20,"(1, 6)",0,3.0,"(0.9, 0.9, 0.5)",-7.0,"(4, 5)",False
9931,25,"(3, 4)",0,7.0,"(0.9, 0.9, 0.5)",-7.0,"(7, 3)",True
9932,45,"(2, 2)",0,10.5,"(0.9, 0.9, 0.5)",-11.5,"(7, 6)",False
9933,20,"(5, 6)",0,-4.5,"(0.9, 0.9, 0.5)",-16.5,"(1, 6)",False
9934,40,"(3, 6)",0,-4.5,"(0.9, 0.9, 0.5)",-10.5,"(8, 3)",False
9935,40,"(2, 3)",0,2.0,"(0.9, 0.9, 0.5)",-12.0,"(8, 1)",False
9936,25,"(2, 6)",25,-3.5,"(0.9, 0.9, 0.5)",-17.5,"(2, 1)",True
9937,30,"(5, 4)",0,9.5,"(0.9, 0.9, 0.5)",0.0,"(2, 1)",False
9938,30,"(1, 2)",0,-4.5,"(0.9, 0.9, 0.5)",-14.5,"(3, 6)",False
9939,25,"(7, 2)",0,1.0,"(0.9, 0.9, 0.5)",-13.0,"(2, 2)",False
9940,35,"(8, 6)",28,-4.5,"(0.9, 0.9, 0.5)",-12.5,"(1, 6)",True
9941,25,"(5, 2)",0,4.5,"(0.9, 0.9, 0.5)",-5.0,"(7, 5)",False
9942,35,"(2, 6)",0,4.0,"(0.9, 0.9, 0.5)",-8.0,"(7, 4)",False
9943,40,"(1, 4)",0,0.5,"(0.9, 0.9, 0.5)",-15.5,"(7, 6)",False
9944,25,"(1, 3)",0,8.5,"(0.9, 0.9, 0.5)",-15.5,"(4, 1)",False
9945,35,"(3, 5)",0,-4.5,"(0.9, 0.9, 0.5)",-10.5,"(7, 2)",False
9946,20,"(2, 2)",0,-1.5,"(0.9, 0.9, 0.5)",-15.5,"(6, 2)",False
9947,20,"(1, 3)",0,-2.0,"(0.9, 0.9, 0.5)",-8.0,"(3, 1)",False
9948,20,"(4, 2)",0,-0.5,"(0.9, 0.9, 0.5)",-8.5,"(6, 4)",False
9949,35,"(1, 1)",0,7.5,"(0.9, 0.9, 0.5)",-6.5,"(5, 4)",False
9950,25,"(4, 4)",0,0.0,"(0.9, 0.9, 0.5)",-14.0,"(1, 6)",False
9951,45,"(2, 3)",0,-7.0,"(0.9, 0.9, 0.5)",-13.0,"(8, 6)",False
9952,35,"(8, 2)",0,-10.5,"(0.9, 0.9, 0.5)",-22.5,"(1, 2)",False
9953,40,"(1, 2)",0,-8.0,"(0.9, 0.9, 0.5)",-14.0,"(5, 6)",False
9954,25,"(8, 5)",0,6.5,"(0.9, 0.9, 0.5)",-13.5,"(5, 3)",False
9955,45,"(8, 3)",15,1.5,"(0.9, 0.9, 0.5)",-12.5,"(1, 5)",True
9956,20,"(3, 5)",0,11.0,"(0.9, 0.9, 0.5)",-13.0,"(3, 1)",False
9957,30,"(7, 5)",0,0.5,"(0.9, 0.9, 0.5)",-9.5,"(2, 4)",False
9958,25,"(5, 5)",0,-3.5,"(0.9, 0.9, 0.5)",-13.5,"(1, 6)",False
9959,30,"(7, 4)",0,-3.0,"(0.9, 0.9, 0.5)",-13.0,"(2, 3)",False
9960,25,"(3, 1)",0,-5.0,"(0.9, 0.9, 0.5)",-15.0,"(5, 4)",False
9961,35,"(3, 4)",0,7.0,"(0.9, 0.9, 0.5)",-7.0,"(7, 1)",False
9962,45,"(2, 1)",0,-8.5,"(0.9, 0.9, 0.5)",-20.5,"(8, 4)",False
9963,20,"(3, 3)",0,2.5,"(0.9, 0.9, 0.5)",-17.5,"(7, 3)",False
9964,30,"(7, 6)",25,-4.0,"(0.9, 0.9, 0.5)",-10.0,"(6, 1)",True
9965,30,"(3, 5)",0,13.0,"(0.9, 0.9, 0.5)",-1.0,"(6, 2)",False
9966,30,"(1, 2)",24,4.0,"(0.9, 0.9, 0.5)",-10.0,"(7, 2)",True
9967,35,"(4, 4)",3,5.0,"(0.9, 0.9, 0.5)",-4.5,"(8, 1)",True
9968,25,"(8, 4)",0,18.5,"(0.9, 0.9, 0.5)",-11.5,"(4, 5)",False
9969,20,"(2, 4)",0,-5.0,"(0.9, 0.9, 0.5)",-13.0,"(4, 2)",False
9970,35,"(1, 2)",3,-9.0,"(0.9, 0.9, 0.5)",-13.0,"(5, 5)",True
9971,25,"(6, 1)",15,3.5,"(0.9, 0.9, 0.5)",-14.5,"(8, 4)",True
9972,20,"(1, 3)",0,8.5,"(0.9, 0.9, 0.5)",-5.5,"(2, 6)",False
9973,20,"(3, 1)",0,-1.0,"(0.9, 0.9, 0.5)",-7.0,"(5, 3)",False
9974,50,"(8, 6)",0,1.0,"(0.9, 0.9, 0.5)",-7.0,"(3, 1)",False
9975,30,"(1, 6)",0,4.0,"(0.9, 0.9, 0.5)",-18.0,"(2, 1)",False
9976,30,"(3, 6)",0,-10.5,"(0.9, 0.9, 0.5)",-16.5,"(5, 2)",False
9977,30,"(6, 6)",13,-4.5,"(0.9, 0.9, 0.5)",-16.5,"(2, 4)",True
9978,25,"(8, 1)",24,11.0,"(0.9, 0.9, 0.5)",-7.0,"(8, 6)",True
9979,20,"(3, 1)",0,9.5,"(0.9, 0.9, 0.5)",0.0,"(4, 4)",False
9980,25,"(3, 4)",9,1.0,"(0.9, 0.9, 0.5)",-9.0,"(7, 5)",True
9981,35,"(4, 2)",0,8.0,"(0.9, 0.9, 0.5)",-8.0,"(7, 6)",False
9982,35,"(8, 2)",0,-4.0,"(0.9, 0.9, 0.5)",-16.0,"(4, 5)",False
9983,20,"(3, 6)",0,-1.0,"(0.9, 0.9, 0.5)",-13.0,"(1, 4)",False
9984,25,"(2, 5)",0,8.0,"(0.9, 0.9, 0.5)",-8.0,"(4, 2)",False
9985,25,"(7, 5)",0,5.0,"(0.9, 0.9, 0.5)",-7.0,"(6, 1)",False
9986,20,"(8, 1)",0,3.0,"(0.9, 0.9, 0.5)",-9.0,"(8, 5)",False
9987,25,"(4, 2)",0,7.5,"(0.9, 0.9, 0.5)",-4.5,"(7, 4)",False
9988,45,"(2, 5)",0,-1.5,"(0.9, 0.9, 0.5)",-9.5,"(7, 1)",False
9989,30,"(4, 5)",0,-4.0,"(0.9, 0.9, 0.5)",-18.0,"(6, 1)",False
9990,25,"(1, 4)",0,1.0,"(0.9, 0.9, 0.5)",-13.0,"(5, 3)",False
9991,20,"(7, 3)",12,-4.5,"(0.9, 0.9, 0.5)",-12.5,"(5, 1)",True
9992,35,"(4, 2)",0,12.5,"(0.9, 0.9, 0.5)",-3.5,"(8, 5)",False
9993,20,"(2, 5)",0,-7.0,"(0.9, 0.9, 0.5)",-17.0,"(5, 4)",False
9994,40,"(7, 3)",0,1.0,"(0.9, 0.9, 0.5)",-7.0,"(1, 5)",False
9995,25,"(3, 6)",0,-14.0,"(0.9, 0.9, 0.5)",-22.0,"(2, 2)",False
9996,35,"(8, 6)",0,0.5,"(0.9, 0.9, 0.5)",-9.5,"(6, 1)",False
9997,50,"(1, 2)",0,-6.5,"(0.9, 0.9, 0.5)",-16.5,"(8, 5)",False
9998,20,"(7, 1)",0,-7.5,"(0.9, 0.9, 0.5)",-23.5,"(5, 3)",False
9999,25,"(1, 2)",0,3.5,"(0.9, 0.9, 0.5)",-8.5,"(3, 5)",False
10000,20,"(4, 3)",0,0.0,"(2.0, 0.5, 0.1)",0.0,"(5, 6)",False
10001,30,"(3, 3)",0,-3.5,"(2.0, 0.5, 0.1)",-11.5,"(8, 4)",False
10002,50,"(1, 6)",0,-7.0,"(2.0, 0.5, 0.1)",-13.0,"(8, 3)",True
10003,35,"(6, 3)",20,18.0,"(2.0, 0.5, 0.1)",-19.5,"(2, 6)",True
10004,20,"(7, 1)",14,13.5,"(2.0, 0.5, 0.1)",-8.5,"(6, 4)",True
10005,20,"(1, 1)",1,17.0,"(2.0, 0.5, 0.1)",-1.0,"(1, 5)",True
10006,35,"(1, 3)",0,18.0,"(2.0, 0.5, 0.1)",-8.0,"(8, 3)",False
10007,25,"(5, 2)",15,17.5,"(2.0, 0.5, 0.1)",-10.5,"(7, 5)",True
10008,50,"(7, 5)",39,17.0,"(2.0, 0.5, 0.1)",-3.0,"(1, 1)",True
10009,35,"(5, 1)",25,26.5,"(2.0, 0.5, 0.1)",-1.5,"(7, 6)",True
10010,20,"(4, 3)",15,20.0,"(2.0, 0.5, 0.1)",-4.0,"(2, 5)",True
10011,40,"(2, 3)",30,17.0,"(2.0, 0.5, 0.1)",-1.0,"(7, 6)",True
10012,30,"(7, 4)",0,23.0,"(2.0, 0.5, 0.1)",-3.0,"(4, 1)",False
10013,35,"(3, 3)",29,13.5,"(2.0, 0.5, 0.1)",-10.5,"(7, 6)",True
10014,30,"(1, 2)",25,21.5,"(2.0, 0.5, 0.1)",-0.5,"(4, 5)",True
10015,20,"(4, 3)",3,19.5,"(2.0, 0.5, 0.1)",-0.5,"(5, 6)",True
10016,20,"(6, 3)",2,26.0,"(2.0, 0.5, 0.1)",-4.0,"(3, 2)",True
10017,25,"(5, 5)",8,16.5,"(2.0, 0.5, 0.1)",-7.5,"(1, 4)",True
10018,20,"(7, 1)",0,21.5,"(2.0, 0.5, 0.1)",-4.5,"(7, 5)",False
10019,30,"(1, 1)",17,9.0,"(2.0, 0.5, 0.1)",-7.0,"(5, 3)",True
10020,20,"(5, 6)",0,19.5,"(2.0, 0.5, 0.1)",-4.5,"(8, 5)",False
10021,35,"(5, 4)",13,4.5,"(2.0, 0.5, 0.1)",-7.5,"(1, 1)",True
10022,20,"(8, 2)",0,22.5,"(2.0, 0.5, 0.1)",-7.5,"(5, 3)",False
10023,30,"(7, 2)",7,9.0,"(2.0, 0.5, 0.1)",-9.0,"(1, 2)",True
10024,20,"(7, 1)",0,26.0,"(2.0, 0.5, 0.1)",-8.0,"(4, 2)",False
10025,50,"(8, 1)",35,10.0,"(2.0, 0.5, 0.1)",-8.0,"(3, 6)",True
10026,55,"(8, 1)",0,18.5,"(2.0, 0.5, 0.1)",-5.5,"(1, 5)",False
10027,30,"(2, 5)",15,25.5,"(2.0, 0.5, 0.1)",-20.5,"(5, 2)",True
10028,30,"(4, 5)",5,22.5,"(2.0, 0.5, 0.1)",-5.5,"(2, 1)",True
10029,20,"(4, 2)",11,22.5,"(2.0, 0.5, 0.1)",-9.5,"(7, 3)",True
10030,20,"(4, 3)",17,20.0,"(2.0, 0.5, 0.1)",-2.0,"(1, 2)",True
10031,20,"(5, 3)",10,18.0,"(2.0, 0.5, 0.1)",0.0,"(7, 5)",True
10032,40,"(7, 5)",24,20.5,"(2.0, 0.5, 0.1)",-3.5,"(1, 3)",True
10033,50,"(1, 6)",35,29.5,"(2.0, 0.5, 0.1)",-2.5,"(6, 1)",True
10034,25,"(5, 4)",20,24.5,"(2.0, 0.5, 0.1)",-3.5,"(7, 1)",True
10035,30,"(5, 1)",20,17.5,"(2.0, 0.5, 0.1)",-0.5,"(3, 5)",True
10036,20,"(6, 6)",11,17.0,"(2.0, 0.5, 0.1)",-5.0,"(4, 4)",True
10037,40,"(7, 1)",13,20.0,"(2.0, 0.5, 0.1)",-2.0,"(1, 3)",True
10038,30,"(4, 4)",12,32.0,"(2.0, 0.5, 0.1)",-6.0,"(8, 2)",True
10039,35,"(3, 4)",23,19.5,"(2.0, 0.5, 0.1)",-8.5,"(8, 2)",True
10040,25,"(3, 1)",17,27.5,"(2.0, 0.5, 0.1)",-2.5,"(1, 4)",True
10041,20,"(8, 2)",12,18.0,"(2.0, 0.5, 0.1)",-2.0,"(8, 6)",True
10042,35,"(3, 6)",22,20.0,"(2.0, 0.5, 0.1)",-2.0,"(5, 1)",True
10043,30,"(7, 5)",10,19.0,"(2.0, 0.5, 0.1)",-5.0,"(2, 6)",True
10044,20,"(2, 4)",17,21.0,"(2.0, 0.5, 0.1)",-9.0,"(5, 3)",True
10045,40,"(2, 5)",33,18.0,"(2.0, 0.5, 0.1)",0.0,"(6, 1)",True
10046,40,"(3, 2)",25,19.5,"(2.0, 0.5, 0.1)",-0.5,"(8, 5)",True
10047,40,"(8, 1)",32,28.0,"(2.0, 0.5, 0.1)",-2.0,"(5, 6)",True
10048,20,"(5, 2)",15,12.5,"(2.0, 0.5, 0.1)",-3.5,"(7, 4)",True
10049,30,"(8, 3)",18,22.0,"(2.0, 0.5, 0.1)",0.0,"(3, 2)",True
10050,25,"(3, 1)",16,15.5,"(2.0, 0.5, 0.1)",-4.5,"(6, 3)",True
10051,40,"(3, 1)",22,24.5,"(2.0, 0.5, 0.1)",-1.5,"(8, 4)",True
10052,35,"(8, 6)",2,24.0,"(2.0, 0.5, 0.1)",-6.0,"(2, 5)",True
10053,25,"(4, 1)",16,38.5,"(2.0, 0.5, 0.1)",-7.5,"(8, 2)",True
10054,25,"(7, 3)",0,18.0,"(2.0, 0.5, 0.1)",-2.0,"(3, 4)",False
10055,25,"(4, 6)",0,7.5,"(2.0, 0.5, 0.1)",-10.5,"(7, 4)",False
10056,40,"(3, 2)",21,5.0,"(2.0, 0.5, 0.1)",-11.0,"(8, 5)",True
10057,25,"(4, 6)",0,25.0,"(2.0, 0.5, 0.1)",-5.0,"(2, 3)",False
10058,20,"(4, 1)",17,12.0,"(2.0, 0.5, 0.1)",-8.0,"(8, 1)",True
10059,30,"(3, 5)",15,18.0,"(2.0, 0.5, 0.1)",0.0,"(7, 3)",True
10060,30,"(5, 5)",13,22.0,"(2.0, 0.5, 0.1)",-4.0,"(7, 1)",True
10061,35,"(6, 4)",15,22.5,"(2.0, 0.5, 0.1)",-5.5,"(1, 2)",True
10062,30,"(5, 1)",15,23.0,"(2.0, 0.5, 0.1)",-5.0,"(6, 6)",True
10063,30,"(4, 2)",19,24.5,"(2.0, 0.5, 0.1)",-3.5,"(1, 5)",True
10064,20,"(6, 6)",12,14.0,"(2.0, 0.5, 0.1)",-4.0,"(4, 4)",True
10065,35,"(8, 5)",27,21.0,"(2.0, 0.5, 0.1)",-1.0,"(2, 6)",True
10066,55,"(8, 6)",41,23.0,"(2.0, 0.5, 0.1)",-1.0,"(1, 2)",True
10067,25,"(4, 1)",21,18.5,"(2.0, 0.5, 0.1)",-3.5,"(8, 2)",True
10068,30,"(3, 2)",18,17.5,"(2.0, 0.5, 0.1)",-0.5,"(6, 5)",True
10069,40,"(8, 2)",7,14.5,"(2.0, 0.5, 0.1)",-5.5,"(4, 6)",True
10070,35,"(2, 4)",21,42.0,"(2.0, 0.5, 0.1)",-8.0,"(7, 6)",True
10071,30,"(4, 1)",18,22.5,"(2.0, 0.5, 0.1)",-3.5,"(3, 6)",True
10072,35,"(8, 3)",27,24.5,"(2.0, 0.5, 0.1)",-3.5,"(3, 1)",True
10073,35,"(6, 5)",13,20.5,"(2.0, 0.5, 0.1)",-1.5,"(2, 2)",True
10074,25,"(1, 4)",5,31.5,"(2.0, 0.5, 0.1)",-6.5,"(4, 6)",True
10075,30,"(3, 2)",19,18.5,"(2.0, 0.5, 0.1)",-7.5,"(8, 3)",True
10076,30,"(7, 2)",21,19.0,"(2.0, 0.5, 0.1)",-3.0,"(4, 5)",True
10077,50,"(8, 1)",35,13.5,"(2.0, 0.5, 0.1)",-2.5,"(1, 4)",True
10078,20,"(1, 1)",17,20.5,"(2.0, 0.5, 0.1)",-3.5,"(2, 4)",True
10079,30,"(4, 1)",23,18.0,"(2.0, 0.5, 0.1)",0.0,"(3, 6)",True
10080,40,"(2, 6)",20,21.0,"(2.0, 0.5, 0.1)",-1.0,"(8, 4)",True
10081,30,"(7, 1)",11,31.0,"(2.0, 0.5, 0.1)",-3.0,"(5, 5)",True
10082,25,"(2, 4)",15,29.0,"(2.0, 0.5, 0.1)",-5.0,"(5, 6)",True
10083,25,"(6, 6)",15,24.5,"(2.0, 0.5, 0.1)",-1.5,"(4, 3)",True
10084,25,"(2, 1)",13,15.0,"(2.0, 0.5, 0.1)",-5.0,"(4, 4)",True
10085,25,"(2, 3)",14,21.0,"(2.0, 0.5, 0.1)",-3.0,"(6, 4)",True
10086,20,"(1, 5)",0,14.0,"(2.0, 0.5, 0.1)",-6.0,"(2, 2)",False
10087,30,"(4, 1)",22,17.0,"(2.0, 0.5, 0.1)",-5.0,"(8, 3)",True
10088,25,"(7, 3)",15,16.5,"(2.0, 0.5, 0.1)",-3.5,"(3, 4)",True
10089,20,"(8, 5)",14,18.5,"(2.0, 0.5, 0.1)",-3.5,"(6, 3)",True
10090,20,"(5, 6)",10,13.5,"(2.0, 0.5, 0.1)",-2.5,"(4, 3)",True
10091,20,"(2, 3)",8,27.5,"(2.0, 0.5, 0.1)",-0.5,"(6, 3)",True
10092,45,"(8, 1)",6,19.0,"(2.0, 0.5, 0.1)",-3.0,"(4, 6)",True
10093,20,"(1, 5)",0,37.0,"(2.0, 0.5, 0.1)",-11.0,"(5, 5)",False
10094,30,"(2, 2)",22,6.0,"(2.0, 0.5, 0.1)",-8.0,"(7, 1)",True
10095,45,"(6, 6)",26,20.0,"(2.0, 0.5, 0.1)",-2.0,"(1, 2)",True
10096,40,"(1, 2)",16,37.0,"(2.0, 0.5, 0.1)",-3.0,"(8, 3)",True
10097,20,"(7, 2)",3,33.0,"(2.0, 0.5, 0.1)",-5.0,"(6, 5)",True
10098,30,"(4, 6)",29,14.5,"(2.0, 0.5, 0.1)",-5.5,"(3, 1)",True
10099,40,"(7, 1)",13,14.0,"(2.0, 0.5, 0.1)",0.0,"(2, 4)",True
10100,45,"(5, 1)",7,0.0,"(2.0, 0.5, 0.2)",0.0,"(1, 6)",True
10101,25,"(3, 4)",0,0.0,"(2.0, 0.5, 0.2)",-19.5,"(8, 4)",False
10102,30,"(7, 6)",21,24.0,"(2.0, 0.5, 0.2)",-6.0,"(3, 4)",True
10103,30,"(1, 2)",21,21.0,"(2.0, 0.5, 0.2)",-1.0,"(4, 5)",True
10104,25,"(6, 2)",19,20.0,"(2.0, 0.5, 0.2)",-2.0,"(1, 2)",True
10105,35,"(1, 6)",0,21.5,"(2.0, 0.5, 0.2)",-0.5,"(4, 2)",False
10106,35,"(8, 1)",25,26.5,"(2.0, 0.5, 0.2)",-11.5,"(3, 3)",True
10107,25,"(6, 1)",17,23.0,"(2.0, 0.5, 0.2)",-1.0,"(7, 5)",True
10108,20,"(2, 3)",13,25.5,"(2.0, 0.5, 0.2)",-0.5,"(3, 6)",True
10109,50,"(1, 4)",38,16.0,"(2.0, 0.5, 0.2)",-2.0,"(8, 1)",True
10110,35,"(6, 1)",17,28.0,"(2.0, 0.5, 0.2)",-2.0,"(3, 5)",True
10111,35,"(7, 5)",29,34.0,"(2.0, 0.5, 0.2)",-2.0,"(3, 2)",True
10112,25,"(5, 1)",3,24.0,"(2.0, 0.5, 0.2)",0.0,"(3, 4)",True
10113,25,"(1, 6)",0,24.0,"(2.0, 0.5, 0.2)",-8.0,"(1, 1)",False
10114,45,"(1, 6)",0,21.5,"(2.0, 0.5, 0.2)",-6.5,"(8, 4)",False
10115,20,"(2, 4)",0,38.5,"(2.0, 0.5, 0.2)",-9.5,"(6, 4)",False
10116,25,"(7, 6)",10,16.0,"(2.0, 0.5, 0.2)",-6.0,"(6, 2)",True
10117,35,"(6, 5)",24,23.0,"(2.0, 0.5, 0.2)",-5.0,"(3, 1)",True
10118,30,"(1, 3)",12,16.0,"(2.0, 0.5, 0.2)",-4.0,"(4, 6)",True
10119,30,"(1, 1)",17,18.0,"(2.0, 0.5, 0.2)",-8.0,"(4, 4)",True
10120,30,"(8, 1)",0,17.0,"(2.0, 0.5, 0.2)",-5.0,"(7, 6)",False
10121,40,"(3, 5)",27,16.5,"(2.0, 0.5, 0.2)",-11.5,"(7, 1)",True
10122,30,"(5, 4)",18,18.5,"(2.0, 0.5, 0.2)",-5.5,"(1, 2)",True
10123,30,"(6, 6)",29,13.0,"(2.0, 0.5, 0.2)",-5.0,"(7, 1)",True
10124,25,"(5, 4)",19,11.5,"(2.0, 0.5, 0.2)",0.0,"(7, 1)",True
10125,40,"(8, 1)",33,14.0,"(2.0, 0.5, 0.2)",-2.0,"(2, 3)",True
10126,35,"(5, 1)",22,26.0,"(2.0, 0.5, 0.2)",0.0,"(1, 4)",True
10127,20,"(2, 4)",5,27.5,"(2.0, 0.5, 0.2)",-2.5,"(5, 3)",True
10128,30,"(4, 3)",0,20.5,"(2.0, 0.5, 0.2)",-3.5,"(1, 6)",True
10129,20,"(6, 3)",0,19.0,"(2.0, 0.5, 0.2)",-15.0,"(2, 3)",False
10130,20,"(4, 4)",6,4.5,"(2.0, 0.5, 0.2)",-7.5,"(5, 1)",True
10131,30,"(7, 5)",15,19.5,"(2.0, 0.5, 0.2)",-4.5,"(3, 3)",True
10132,45,"(6, 6)",20,19.0,"(2.0, 0.5, 0.2)",-7.0,"(1, 2)",True
10133,25,"(4, 2)",21,14.0,"(2.0, 0.5, 0.2)",-14.0,"(2, 5)",True
10134,25,"(2, 2)",10,20.0,"(2.0, 0.5, 0.2)",0.0,"(4, 5)",True
10135,30,"(8, 4)",23,24.0,"(2.0, 0.5, 0.2)",-4.0,"(3, 5)",True
10136,30,"(5, 6)",3,20.0,"(2.0, 0.5, 0.2)",-2.0,"(8, 3)",True
10137,20,"(4, 6)",0,21.5,"(2.0, 0.5, 0.2)",-10.5,"(5, 3)",False
10138,40,"(7, 2)",16,15.5,"(2.0, 0.5, 0.2)",-6.5,"(1, 4)",True
10139,60,"(1, 6)",30,36.5,"(2.0, 0.5, 0.2)",-3.5,"(8, 1)",True
10140,20,"(7, 5)",4,30.0,"(2.0, 0.5, 0.2)",-12.0,"(4, 6)",True
10141,20,"(4, 1)",8,14.0,"(2.0, 0.5, 0.2)",-8.0,"(2, 3)",True
10142,50,"(7, 2)",31,12.5,"(2.0, 0.5, 0.2)",-7.5,"(1, 6)",True
10143,30,"(3, 5)",0,31.0,"(2.0, 0.5, 0.2)",-3.0,"(6, 2)",True
10144,20,"(4, 1)",10,21.5,"(2.0, 0.5, 0.2)",-10.5,"(2, 3)",True
10145,35,"(3, 6)",13,20.5,"(2.0, 0.5, 0.2)",-3.5,"(5, 1)",True
10146,45,"(7, 1)",33,31.0,"(2.0, 0.5, 0.2)",-5.0,"(2, 5)",True
10147,45,"(3, 1)",41,27.5,"(2.0, 0.5, 0.2)",-2.5,"(7, 6)",True
10148,30,"(7, 4)",13,20.0,"(2.0, 0.5, 0.2)",0.0,"(3, 2)",True
10149,25,"(6, 2)",14,14.0,"(2.0, 0.5, 0.2)",-8.0,"(2, 3)",True
10150,30,"(2, 3)",20,16.0,"(2.0, 0.5, 0.2)",-4.0,"(5, 6)",True
10151,35,"(1, 3)",4,14.0,"(2.0, 0.5, 0.2)",-4.0,"(8, 3)",True
10152,25,"(3, 1)",13,25.5,"(2.0, 0.5, 0.2)",-8.5,"(7, 2)",True
10153,20,"(3, 2)",10,14.0,"(2.0, 0.5, 0.2)",-6.0,"(3, 6)",True
10154,40,"(1, 1)",24,20.5,"(2.0, 0.5, 0.2)",-3.5,"(6, 4)",True
10155,30,"(8, 3)",19,30.5,"(2.0, 0.5, 0.2)",-1.5,"(3, 4)",True
10156,40,"(8, 2)",31,19.0,"(2.0, 0.5, 0.2)",-3.0,"(2, 4)",True
10157,50,"(8, 6)",33,25.0,"(2.0, 0.5, 0.2)",-1.0,"(2, 2)",True
10158,30,"(8, 6)",22,33.5,"(2.0, 0.5, 0.2)",-2.5,"(4, 4)",True
10159,45,"(1, 6)",15,22.5,"(2.0, 0.5, 0.2)",-1.5,"(8, 4)",True
10160,25,"(8, 1)",20,31.5,"(2.0, 0.5, 0.2)",-10.5,"(4, 2)",True
10161,30,"(5, 1)",8,19.0,"(2.0, 0.5, 0.2)",-1.0,"(3, 5)",True
10162,20,"(4, 6)",10,26.0,"(2.0, 0.5, 0.2)",-8.0,"(8, 6)",True
10163,25,"(5, 1)",15,19.0,"(2.0, 0.5, 0.2)",-3.0,"(8, 3)",True
10164,25,"(5, 4)",15,14.0,"(2.0, 0.5, 0.2)",-6.0,"(7, 1)",True
10165,30,"(8, 3)",22,13.5,"(2.0, 0.5, 0.2)",-4.5,"(4, 1)",True
10166,30,"(5, 2)",21,23.5,"(2.0, 0.5, 0.2)",-0.5,"(8, 5)",True
10167,20,"(4, 1)",0,21.0,"(2.0, 0.5, 0.2)",-1.0,"(2, 3)",True
10168,30,"(6, 3)",7,31.5,"(2.0, 0.5, 0.2)",-4.5,"(1, 4)",True
10169,25,"(1, 2)",16,21.5,"(2.0, 0.5, 0.2)",-10.5,"(6, 2)",True
10170,25,"(8, 3)",8,22.0,"(2.0, 0.5, 0.2)",-2.0,"(4, 4)",True
10171,20,"(5, 5)",14,19.5,"(2.0, 0.5, 0.2)",-6.5,"(1, 5)",True
10172,25,"(3, 6)",6,16.0,"(2.0, 0.5, 0.2)",-2.0,"(5, 3)",True
10173,25,"(4, 2)",13,34.5,"(2.0, 0.5, 0.2)",-3.5,"(3, 6)",True
10174,20,"(4, 3)",5,13.0,"(2.0, 0.5, 0.2)",-7.0,"(3, 6)",True
10175,30,"(7, 1)",10,19.0,"(2.0, 0.5, 0.2)",-7.0,"(4, 4)",True
10176,40,"(4, 6)",35,20.5,"(2.0, 0.5, 0.2)",-7.5,"(1, 1)",True
10177,20,"(5, 5)",15,17.0,"(2.0, 0.5, 0.2)",-1.0,"(4, 2)",True
10178,20,"(5, 6)",9,22.0,"(2.0, 0.5, 0.2)",0.0,"(7, 4)",True
10179,30,"(5, 1)",13,26.5,"(2.0, 0.5, 0.2)",-1.5,"(1, 3)",True
10180,30,"(1, 2)",14,22.5,"(2.0, 0.5, 0.2)",-5.5,"(7, 2)",True
10181,45,"(5, 1)",32,24.5,"(2.0, 0.5, 0.2)",-3.5,"(1, 6)",True
10182,30,"(2, 6)",15,21.5,"(2.0, 0.5, 0.2)",-4.5,"(4, 2)",True
10183,25,"(7, 3)",17,16.5,"(2.0, 0.5, 0.2)",-7.5,"(4, 1)",True
10184,20,"(7, 3)",13,16.0,"(2.0, 0.5, 0.2)",-4.0,"(3, 3)",True
10185,30,"(3, 4)",21,20.0,"(2.0, 0.5, 0.2)",-2.0,"(8, 3)",True
